product_name,price_int,price_dec,seller,a-size-small href 2
Women's Corry 28331 Oxford Flat,40,99,Tamaris,
"Women's 1461 W Emboss Loafer,",122,36,,
Tuscany Women's Therapeutic Diabetic Extra Depth Shoe Leather/mesh Lace-up,144,86,Drew Shoe,
Women's Watervelt Fabric Oxford,89,00,,
Womens 1461 Eastern Art,120,99,,
Women's Lightweight Derby Lace-up Flat Shoe,139,95,Rollie,
Women's Buddhism Totem Embroidery Casual Mary Jane Shoes,18,99,AvaCostume,
Women's Grunge + Vitorino Campos Oxfords,44,87,,
Womens LS Tie Knit Oxford,104,95,,
Pilot-1 Lace-up Women's Oxford,19,51,Chase & Chloe,
Women's Lenza Oxford,129,99,,
Women's Regatta Oxford Flat,30,68,,
Womens Jetty,22,30,,
Women's 3989 Klte Met Oxford,73,71,,
Back to School Sale Jetta Oxford Platform Wedge Shoe for Women (Assorted Colors),25,95,TravelNut,
Women's Laser Perforated Sneaker,200,00,,
Women Leatherette Pointy Toe Lace Up Spectator Loafer GI09,21,91,Nature Breeze,
Women's Lady Tuxedo Oxford,169,99,,
Womens Oadie,24,99,,
Women's Fina Tex Sport Shoes,120,00,Allrounder by Mephisto,
GRUNGE + VITORINO CAMPOS,49,95,,
Women's Zerogrand Wing OX Open Hole Oxford,99,97,,
Women's New Leather Lace Up Flat Shoes,62,99,Mordenmiss,
Womens Barrett-SH,30,00,,
Women's Flex Appeal 2.0 - Hourglass Ankle-High Slip-On Shoes,27,50,,
Women's Wander Lace Sue Tuxedo Oxford,19,99,,
Women's EDA 28205 Oxford Flat,30,99,Tamaris,
Women's Motion Sport Lace-Up Sneaker,11,00,,
Womens Lunar Sneaker,86,08,,
Women's Gradskool Nubuck Oxford Flat,27,50,,
Women's Lace-Up Oxford Wingtip Closed Toe Flat Heel Shoe,26,65,Anna Shoes,
Womens Round Toe Suede Leather Lace up Oxfords Shoes Low Top Casual Sneakers,39,99,YKH,
Fashion String Rope Women Platform Shoes FBA,12,63,Dear Time,
Womens Fenton,73,99,Nurse Mates,
Women's Revsmart Oxford,58,46,Aravon,
Womens Jei,42,99,,
Women's Bowie K200016 Oxford,112,00,,
Women's Royal W3S-5781 Slip On,99,95,,
Women's Sidecar Oxford,51,55,,
Women's Women's Celina-J Oxford,16,68,,
Women's Garroy Nubuck Oxford Flat,34,51,,
Women's Tommy Oxford,14,31,Shellys London,
Women's Yliane Oxford,234,90,,
"Ulite Womens Solid Color Perforated Suede Leather Lace-up Casual Oxfords, Comfortable Simple Walking Shoes",49,99,U-lite,
Women's Comfort Leather Sole Perforated Lace Up Wingtip Vintage Handmade Oxford Flats Shoes,124,95,,
Blaze Women's Oxford,109,95,,
Women's Un.Hinton Oxfords Shoes,72,60,,
Adee Chardon,18,00,,
Women's Lizzie Oxford,109,95,,
Women's Leather Durashocks Shoe,82,49,,
Women's Kara Oxford Pump,39,99,dexflex Comfort,
Women's Women's Debi-K Oxford,15,09,,
Women's Women's Cara-E Oxford,18,55,,
Jonas - Women's Lace-Up Oxford - Classic Flat Leather Menswear Style Loafer Shoes (New Fall),59,95,PIC/PAY,
Women's Cheer Oxford,53,99,Academie Gear,
Women's Cosmos Oxford,99,95,Work Wonders by Dansko,
Work Sudler-77245 Women's Oxford,46,95,,
Women's Kela 23718 Oxford Flat,30,99,Tamaris,
Women's Annie Menswear Style Oxford Leather,199,00,,
Womens Lace Up Oxfords Shoes,25,00,Charm Foot,
Platform Wingtips Square Toe Women Oxfords Shoe,64,99,MINIVOG,
Women's Riviera Flat,83,25,,
Women's Oxford Buckled Metalic Comfort Flat Shoes,26,39,CALICO KIKI,
Womens Natalie Lace-Up,149,99,,
Women's Zerogrand Wing Ox,82,55,,
Womens Wide Suede Platform Wedge Oxford Shoes Lace Up Fashion Sneakers,36,98,YKH,
Womens Wide Suede Platform Wedge Oxford Sneakers Lace Up Comfortable Work Shoes Navy Blue 7.5 US MH3929shenlan38,36,98,YKH,
Women's Closed Round Toe Lace-up Vintage Inspired Wingtip Stacked Mid Heel Oxford Pump,28,99,Cambridge Select,
Breathable Real Leather Upper Perforated Lace Up Wingtip Womens Oxford Flats Saddle Shoes,108,88,MANRINO,
Women's Women's Geena-k Fashion Sneaker,21,39,,
Women's Girls Walled Low Fashion Sneaker,19,98,,
Women's 2750 Cotlinu Fashion Sneaker,84,95,,
Women's Willa Lace to Toe Sneaker,59,99,Cobb Hill,
"Women's Damira Oxford,",54,99,,
Women's Lucky Oxford,12,88,,
Women's Leather Perforated Lace-up Oxfords Shoes for Women Wingtip Multicolor Brougue Shoes,89,00,Mona Flying,
"Sandals For Women, Clearance Sale !! Farjing Peep Toe Breathable Beach Sandals Boho Bukcle Strap Casual Wedges Shoes",12,49,Farjing,
Sjælland Desert Boot,199,95,Duckfeet,
Women's Women's Marisa-HJ Oxford,11,02,,
Ladies Saddle Shoes 1950's Costume Shoes 1950's Saddle Shoes 50,29,88,Endless Road,
Women's Freney8 Sneaker,69,95,,
Women's Leather Casual Slip On Moccasin Shoe (L1762-48),77,06,,
Women's Shoe Classic Wing Tip Lace up Platform Mid Heel Oxfords,29,74,Ollio,
Women's Anica Sling Sandal,58,50,,
Women's Prince Oxford Flat,39,99,,
Women's Sabatina Tuxedo Oxford,166,05,,
Women's Emery Oxford,121,72,,
Women's Fashion Patent Metallic Leather Lace Up Platform Oxford Sneakers Shoes,9,50,CAPE ROBBIN,
Cutout Summer Leather Oxford Shoes,105,00,Bangi Shoes,
Women's 813 Leather Mary Janes,179,00,,
Womens Casie,27,99,ED Ellen DeGeneres,
Women's Kimi Flat,120,00,,
Womens Frill Fabric Peep Toe Boat Shoes,29,99,BZees,
Women's Terri Perf Oxford Flat,60,55,,
Women's Morrison Fashion Sneaker,27,98,,
Classic Oxford Slip On Shoes – Low Comfortable Lace up Sneakers – Casual Pointed Toe Chunky Heel – Maylor by,24,00,J. Adams,
Lady¡¯s Full Brogue Suede Derby Shoes Classic Flats Round Toe,27,50,Smilun,
Womens Bianca Perf Oxford,24,96,,
Womens Oxford Wing Tip,149,00,Massimo Matteo,
"Women's Watervelt Metallic Oxford,",89,00,,
Women's Lace Up Reflective Leatherette Upper - Rounded Toe Low Top - Platform Wedge Oxford,21,58,OLIVIA K,
Womens X Design Love Fest Ace Perf Leather,55,99,,
Women's Natasha Oxford,248,90,,
Women's Gratasha Oxford,79,35,Cobb Hill,
"Women's LESTA Oxford Flat,",42,70,,
Women's Gisele Oxford,28,39,,
Women's Embroidery Fan Pattern Casual Mary Jane Shoes,18,99,AvaCostume,
Women's Clara Lace-up Floral Embroidered Oxford Flat,12,99,,
Women's The Kailee Oxford,93,69,Katy Perry,
Women's Motley Sneaker,63,99,,
London Habana Waxy Leather Sandals Regular Width,117,44,Birkenstock,
Women's Garroy Leather Oxford Flat,44,49,,
Women's Parade II Oxford,60,44,Drew Shoe,
Women's Oxford Dress Shoes Real Leather Breathable Low-Heeled Formal Office Working Business Shoes for Women,29,99,Cosycost,
Women's Leather Perforated Lace-up Oxfords Shoes for Women Wingtip Multicolor Brougue Shoes,89,99,MIKCON,
Mr. Colin Navy Double Monkstrap,435,00,The Office of Angela Scott,
Women's Women's Julene2 Oxford,28,46,,
Women's Balbina Oxford,39,39,,
Women's Zerogrand Bow Skimmer Flat,150,00,,
Footwear Womens Babett Lace Oxford,119,95,,
Women's Magic Canvas,11,99,,
Womens After Hours Lace-Up,81,00,,
Artist Collection Autumn Women's Oxford,55,99,,
Oxford Shoes for Women Womens Wingtip Black Dress Laces Leather Shoes E299,39,98,Oyangs,
Women's Janet Sneaker,44,99,,
Solo,36,99,,
Women's Deliah - AR Flat,48,92,Aravon,
Women's Exploremap Walking Shoe,51,99,,
Women's Metro Slip-on Loafer,146,77,,
Women's Fashion Lace-up Platform Casual Square-Toe Oxford Shoes,29,99,DADAWEN,
Women's Fara Tie Fashion Sneaker,42,81,,
Womens Glimmer Denim Twill,50,00,,
Women's Palt Dress Pump,77,99,,
Women's Glick Darby Flat,53,59,,
Women's Zerogrand Wing Oxford,70,28,,
Womens Star Dust Sneaker,98,95,,
Girl's Lace-Up Oxford Ballet Flat,8,95,Simply Petals,
Women's Maya-Pm Oxford Flat,18,11,,
Women's Harber Oxford,80,00,ALDO,
Womens Sandy Sneaker,147,99,,
Women's May-Ek Oxford,18,13,,
Woodward Steel Toe Work Shoe,89,98,,
Women's Henrietta Oxford,120,00,,
Women's Wing Tip Lace-up Oxford Platform Shoe,21,13,City Classified,
Women's Emery Patent Oxford Shoe,94,54,,
Womens Fasano,247,99,,
Womens Khora Sneakers,41,04,,
Women's Handmade High Top Goth Punk Flats Platform Creeper Boots,49,98,RoseG,
Women's Solstice Boat Shoe,29,77,,
Women's Solstice Boat Shoe,29,77,,
5 Eye Padded Collar Oxford,117,68,,
Womens Langston Fabric Round Toe Ballet Flats,27,99,ED Ellen DeGeneres,
Women's Faraway Field Oxford,29,99,,
Womens chapala Fabric Low Top Lace up Fashion Sneakers,29,99,ED Ellen DeGeneres,
Women's EDA 28206 Oxford Flat,24,56,Tamaris,
Women's Francesca Oxford,89,24,,
"Women's Ballard Oxford,",69,00,,
Women's Verwin Leather Oxford Flat,38,01,,
Women's 1461 GLTR Oxford,59,99,,
Women's Quest Reel Mesh Sneakers,37,72,Sperry,
Shoes For Womens -Clearance Sale ，Farjing Women Casual Net Shoe Breathable Mesh Slope Thick Platform Shoes,9,99,Farjing,
Women's Poppy Tuxedo Oxford,77,95,,
Women's Shaula,147,99,,
"Women's ADERLEY Oxford Flat,",29,07,Indigo Rd.,
Women's Arizona,26,41,,
90's Wooden Platform Lug Sole Creepers Oxford Brogue w Glitter Star,24,99,Forever Link,
Women's Casual Oxfords Shoes,28,50,Show Shine,
Womens Saddle Oxford Shoes,43,84,Hip Hop 50s Shop,
Women's Destin Orchard Canyon Falls Cotton Oxford,12,99,,
Men's Symon Wingtip Dress Oxford,87,27,,
Women's Women's Geena-E Oxford,17,15,,
Women's Moxie-l Oxford,19,09,,
Women's Lightweight Derby Punch Perforated Lace-Up Flat Shoe,149,95,Rollie,
Women's Estrela Oxford,84,99,,
Propet Women's Washable Walker Suede Oxford,14,00,,
Womens Lukas,37,99,,
Women's Polo Oxford Flat,100,00,,
Women's Women's Luisa-K Oxford,16,42,,
Womens Leather Oxfords Wingtip Shoes - Oxfords Shoes for Women - Vintage Oxford Shoes,19,99,GottaBe,
Womens Lilliane2,27,99,ED Ellen DeGeneres,
BOBS Women's Bobs Phresh-Coolin Oxford,27,58,,
Shoe Women's Euro Oxford Shoe,78,00,Therafit,
Women's Pepa 28711 Sandal,21,62,Tamaris,
"Women's Cute Dressy Chunky Heels, Square Toe Handmade Fashion Pumps Shoes Oxfords",92,90,Nine Seven,
Women's Classic Leather lace up Laced Formal Shoes t50 Oxford Black,435,00,Tod's,
Women's 2750 Satin Fashion Sneaker,29,99,,
Clearance Sale High Heels For Women，Farjing Fashion Summer Women Thick Bottom Slope And Peep Toe Casual Sandals High Heels,11,99,Farjing,
"Women's Alabama Oxford Flat,",25,89,Indigo Rd.,
Women's Classic Tassels Brogue Wingtip Oxfords Loafer Shoes,39,99,LaRosa,
Women's Baqueira Oxford,119,90,,
Women's Lenox Suede Ankle-High Fashion Sneaker,37,78,TOMS,
Women's Jace-l Oxford,39,12,,
"Unisex 1461 W PW 3-Eye Gibson Leather, Fashion Oxfords",89,00,,
Sport Meridian-13009 Women's Sneaker,49,95,,
Mens Archie,233,57,Grenson,
Carter-05 Women D'Orsay Slip On Pointy Cap Toe Extreme Cut Out Ankle Flat Bootie,32,99,Beast Fashion,
Women's Hortense Oxford,23,72,,
Women's WEF07BK,36,87,Aravon,
Women's Bromly Oxford Fashion Sneaker,29,99,Aravon,
L`amour Des Pieds Womens Boccoo Oxford,110,00,L'Amour des Pieds,
Women's Taos Oxford-Inspired Sneaker,36,95,Spira,
Womens Lakeville Oxford,28,84,,
Womens Vegan Oxford Brogue Transparent Plastic See Through Clear shoes perfect for colorful happy socks,88,99,Bruno Bianci,
Women's Guinup Linen Oxford Flat,24,66,,
Women's Bp100-Halle Oxford,40,12,Bettie Page,
Womens 7 Seas 3-Eye Flooded,26,99,,
Womens Belinda Oxford,32,63,Summit by White Mountain,
Women's Nolita Oxford,49,99,,
Women's Elisa-m Oxford,17,04,,
Adult Black Platform Shoes,43,93,,
Womens Round Toe Lace Up Mesh &Lace Fashion Oxford Shoes,35,99,Lucksender,
Women's Roma W1R-4682 Oxford,109,90,,
"Take Time Women's Leather Shoes, Black",162,95,SAS,
Clearance Sale Sneakers For Women，Farjing Fashion Women Air Cushion Platform Shoes Shake Shoes Slip Sport Leisure Sneakers,14,99,Farjing,
Women's High Glossy Oxford Shoe,29,99,Maelstrom,
ON CUE Women's Oxford,41,99,,
Women's EDA 28222 Oxford Flat,62,93,Tamaris,
Women's Brogue 11 Croc Embossed Dress Shoe Oxford,170,00,,
Womens Tucker,32,99,,
Women's Imagine Oxford,35,98,,
Women's Garlands Oxford,140,00,The FLEXX,
Women's Willis Oxford,109,95,SoftWalk,
Women's Ambulator Biomechanical,39,99,Apex,
Women's Magic Debs Denim Cotton Fashion Sneaker,16,99,,
"Women's Grandpro Tennis,",69,97,,
Women's Patent Oxford Platform Creeper,23,16,DbDk,
Women's Total Motion Etenia Wedge Pump,28,39,,
Womens Ellert,29,71,ED Ellen DeGeneres,
Women's Sabrina Walking Shoe,99,99,,
Toastie Oxfords Womens Flats,39,99,,
Women's F701 Lace-up Closed Toe Brogue Oxford Wingtip Flat,5,99,Spicy,
Unisex Pampa Smiley Festbag,100,00,,
Women's Shoe Classic Lace Up Dress Low Heel Flat Oxford,21,99,Bumud,
Hazel | Women's Low Heel Perforated Cap Toe Comfortable Slingback Pump,64,95,PIC/PAY,
Lady¡¯s Full Brogue Derby Shoes Assorted Colours Classic Flats Shoes,37,50,Smilun,
79981 Women's Alexis Low Lace Sneaker,54,99,,
"Propet Washable Walker Evolution Oxford,",21,65,,
Women's 437 Leather Peek Wedge,99,00,,
Women's Heritage Noreen Three-Eye Boat Shoe,84,99,,
L`amour Des Pieds Womens Ximena Oxford,411,11,L'Amour des Pieds,https://www.amazon.com/gp/offer-listing/B075JMBLT7/ref=sr_1_674_olp?s=apparel&ie=UTF8&qid=1536137879&sr=1-674&nodeID=679415011&psd=1&condition=new
Women's Ekko Gwen Oxford,14,50,,
Women's Nadia Galaxy Print Sneakers,45,00,,
Clearance Sale Sneaker For Women，Farjing Women Fitness Shoes Casual Sport Shoes Mesh Shake Shoes Platform Sneaker,15,19,Farjing,
Women's Leather Perforated Lace-up Oxfords Shoes for Women Wingtip Multicolor Brougue Shoes,89,99,MIKCON,
Cambrdige 04 lace Ups Cut Out Oxfords Flats Jazz BLUE,4,99,Nature Breeze,
Cambrdige 04 lace Ups Cut Out Oxfords Flats Jazz FUCHSIA,4,99,Nature Breeze,
Women's Zerogrand Wing Oxford,89,97,,
Women's Jazzin Hawaii Dreams Cotton Fashion Sneaker,34,99,,
534-6501 Women's Athletic Postal Oxford Shoe Black,118,74,,
Gb00148 Oxford,58,49,Georgia,
Women's GrandEvOlution Waterproof Oxford,214,44,,
Women's Elody Oxford,139,99,,
Cavendish Temperley Leather Mono Sneaker,68,50,,
Womens Aviana,44,99,ED Ellen DeGeneres,
"Women's Nima Oxford Flat,",108,00,Splendid,
Women's Skyler Oxford,38,09,,
Womens Kyra,49,99,,
"1151 LS Womens Oxfords Shoes, Black, Size - 41",104,95,,
Women's Bikers Relaxed Fit Abroad Sneaker,29,95,,
Womens Lenox Sneaker,44,49,TOMS,
Womens Lace Up Canvas School Dress Shoes (Adults),15,95,Kali,
"Women's RKS0297 Oxford,",44,95,,
Women's Camarillo Cotton Sneaker,49,96,TOMS,
Women's Jocolin Gia Oxford,43,99,,
Womens LS Tie Knit Oxford,104,95,,
Women's Hope Therapeutic Leather Fashion Oxfords,120,59,Drew Shoe,
Andy Warhol Banana Leather Ox Sneakers,41,29,,
Women's Stomp-08 Oxford,64,95,,
Women's Gradskool Suede Oxford Flat,33,93,,
Women's Crossover Patent Dress Heel,158,00,,
Lynda Top Selling Back to School Sale Slip On Platform Oxford Shoe for Women Black Grey Rose Gold Assorted Colors,27,95,BDshoes,
Unisex Pampa Smiley Rain Waterproof,110,00,,
Women Flower Embroidery Shoes Chinese Round Toe Flats Rubber Sole Wedge Sandals,9,99,Bigwanbig,
Women's Nebula Sneaker,68,33,,
Unisex V8463 Creeper Oxford,74,99,,
Womens Tapsonic (K542),160,31,,
Womens Mallory,22,99,,
Women's Celesta Oxfords,55,99,,
Propet Nessie Oxford,19,23,,
Women's Oxford Platform Lace up Creeper Shoes,19,99,shoewhatever,
Women's Raenay Oxford,54,99,,
Women's Della Oxford,52,99,,
Women Oxford Shoes Dress Pointy Toe Lace up Loafer,23,99,Meeshine,
Womens Karlin,42,98,ED Ellen DeGeneres,
Hush Puppies Women's Valda Oxford,16,78,,
Womens Ana,114,99,Trask,
Women's Lites Shoe,26,15,,
Women's SR EVA Slip-On Classic Comfort Leather Oxford Dress Shoes,122,95,,
Women's Motion,31,99,,
Women's Lyonsdale Lace Oxford,51,22,,
Womens Empress - Happy Fleet,24,99,,
Women's Girls Walled Low TX Fashion Sneaker,16,72,,
Soda Meadow Women's Open Toe Sandals,17,99,Sodaa,
Womens Royal W3S-5777,99,95,,
Women's Priya Oxford,17,13,,
Women's Bailey Loafer Flat,22,99,Roper,
Women's Women's Malory-K Oxford Flat,15,06,,
Clearance Sale Shoes For Women ，Farjing Fashion Women Casual Sneakers Fitness Shoes Non Slip Breathable Shoes,6,99,Farjing,
Women's Enfield Oxford,67,24,,
BOBS Women's Bobs Phresh-Blazin Oxford,19,69,,
Women's Women's Jan-K Oxford,17,02,,
New Women's Santorini W7G-4707 Oxford Brandy,109,95,,
Kick Hi Womens Boots Black,99,16,,
Women's Willa (Haircalf) Oxford Flat,179,60,,
"Women's Leather Loafers Shoes,Casual Handmade Stitching Lace Up Flat Indoor and Outdoor Single Shoes",56,98,Socofy,
Women's Debi-Lk Oxford,18,49,,
Women's Locust 28634 Oxford Flat,18,18,Tamaris,
Women's V9098 Viva Mondo Creeper Oxford,63,99,,
Women's Castine Oxford,48,27,,
Women's Vivi 28325 Oxford Flat,31,19,Tamaris,
Women's Alexa Darcy Lace up Wing Tip Brogues,70,65,,
Women's Flora Oxford,84,99,Shellys London,
Women's Lace Up Shoe Wingtip Dress Low Heel Oxford,15,99,Ollio,
Women's Yaua699fly Oxford,91,32,,
Women's Casual Lacing Up Chunky Heel Oxfords Shoes,28,00,Show Shine,
"Women's Maren Unconstructed Leather lace up Shoe with Cutouts Oxford,",18,52,,
Women's Eivissa Sea Oxford,49,95,,
Women's Dasher Mardie Oxford,65,99,,
Australia Eyan II Womens Shoes,44,98,,
Annie Women's Casual Comfort Shoe leather lace-up,144,95,,
Women's Oxford,34,95,,
Clearance Sale Sneakers For Women，Farjing Women Air Cushion Net Surface Shoes Shake Shoes Slip Sport Leisure Sneakers,12,99,Farjing,
Women's Heath Oxford Flat,28,63,Indigo Rd.,
Women's Griffin Mabel,56,00,,
Unisex A8533 Monk Strap Creeper Flat,47,06,,
Womens Waide,59,99,ED Ellen DeGeneres,
Women Cut Out Platform Double Stacked Creeper Slingback Oxford HH70,39,99,Alrisco,
Women's Pam Slip-On Loafer,38,46,,
Women's 1461 Mono Fl Oxford,62,32,,
Womens Rhode,22,50,,
Women's Triper Walking Shoe,24,91,,
Women's Frank Sneaker,17,85,,
U.S. Polo Assn...... Women's Fana-k Oxford,37,50,,
Women's Truflex W Lace To Toe Sneaker,42,99,,
"Women's Flat Shoe Wingtip Lace up Two Tone Oxford M2913(9 B(M) US, Grey)",27,99,Ollio,
Womens Hollow Out Lace-up Fashion Wedge Mid Heel Oxfords Shoes,33,89,Maybest,
Rigged Jim Slip-on Shoes,31,46,,
Patricia-1 Women's Casual Oxford Ankle Booties Lace up Low Wedge Shoes,15,80,Forever Link,
Womens Majuro,189,49,,
Women's Hazel Oxford,17,99,Not Rated,
Women's Women's Mona-J Oxford Flat,26,25,,
"1151 LS Womens Oxfords Shoes, Black, Size - 39",104,95,,
Women's Oxford Wingtip Espadrille Lace-Up Flatform Creeper,29,30,CAPE ROBBIN,
"Women's Keds, Lori Ubal Lace up Shoe",28,14,,
Women's Vintage Cute T-Strap Low Heel Pointed Toe Oxfords Pump Shoes with Buckle,9,99,Susanny,
Women's Chinese Embroidery Peony Casual Walking Flat Shoes,19,99,AvaCostume,
Women's T-Strap Retro Punk Lolita High Heel Platform Mary Janes Shoes,32,00,Carolbar,
Women's Camilia Oxford,129,99,,
Women's Zerogrand Wingtip Oxford 7 Green-Black,99,99,,
"Women's 1461 Gunmetal Oxford,",54,95,,
Womens Harts Leather Cap Toe Oxfords,19,99,Indigo Rd.,
Women's Hazel 7 Synthetic Casual,16,94,Pierre Dumas,
Women's Zhuri Sneaker,63,53,,
Unisex Chuck Taylor All Star Ox Sneakers Optical White M7652,39,50,,
Women's Zerogrand Wingtip Oxford 8 Black Bubble Patent,150,72,,
Propet Alice Oxford,27,83,,
Women's Parody Leather Slip on Shoe Loafer,99,95,,
Women's Moda-Slide Thru,44,99,,
Women's Voyage Tuxedo Oxford,19,58,,
Shoes For Womens -Clearance Sale ，Farjing Women's Shoes Lady Flats<br>Sandals<br>Leather Ankle Casual Slipper Soft Shoes,15,99,Farjing,
U.S. Polo Assn.. Women's Priti-k Oxford,38,07,,
Women's Crimson Oxford Flat,77,63,,
Women's Allsorts Flat XW,79,95,Ziera,
Women Platform Wedge Oxford Lace-Up Classic Square Toe Flatform Shoes,16,99,Stunner,
USA Women's Pisa Sneaker,39,41,Klogs,
Mens Cooper,144,99,,
Women's A/O Quinn Boat Shoe,44,98,,
"Shoes For Women,Clearance Sale, Farjing Summer Round Toe Breathable Rivet Beach Sandals Boho Casual Wedges Shoes",11,19,Farjing,
Women's Loafers Leather Snail Shoes Lace Up Casual Flats Fur Lined Sneakers Winter,29,98,Fiery Love,
Los Angeles Women's Buckner Fashion Sneaker,20,36,,
Womens Crosby Driver,107,99,,
Chowchow WT Oxford,64,99,,
Women's Peyton Oxford,44,95,,
Shoes serval,74,99,,
Women's Mela Rain Boot,55,26,,https://www.amazon.com/gp/offer-listing/B01F9I6HD6/ref=sr_1_809_olp?s=apparel&ie=UTF8&qid=1536137887&sr=1-809&nodeID=679415011&psd=1&condition=used
Women's Cooper Oxford,28,95,,
UOKNICE Fashion Women' Lace up Hollow Shoes Oxford Shallow Mouth Single Shoes Block Heel Shoes,14,99,UOKNICE WOMEN-SHOES,https://www.amazon.com/gp/offer-listing/B07GN2WL3C/ref=sr_1_811_olp?s=apparel&ie=UTF8&qid=1536137887&sr=1-811&nodeID=679415011&psd=1&condition=new
Pleaser CREEPER-302 Women 5 1/4 Wedge PF D-Ring Lace-up Front Vegan Creeper,37,95,Demonia,
Women's Platform Lace-Up Wingtips Square Toe Oxfords Shoe,22,99,YING LAN,
Women's Platform Lace-Up Wingtips Square Toe Oxfords Shoe Red,22,99,YING LAN,
"Women's Drew Slip Resistant Leather, Rubber, Foam, Oxfords",143,95,Drew Shoe,
Women's Skyhigh Classic Lace Up Almond Toe Corkscrew Platform High Wedge Oxford Loafer Shoes,24,99,JJF Shoes,
CREEPER-206 Womens Boots,59,95,Demonia,
Women's Cherub Lace-up Ankle Strap Oxford Shoe,59,99,Wanted,
GB00147 Oxford,42,29,Georgia,
Women's Kerry Lace Up Oxford,125,00,,
Women's Baylor Slip-On Loafer,34,99,,
Women's Shirlee Oxford,15,52,,
534-6333 Women's Code 3 Oxford Shoe Black,130,01,,
Women's Leather Oxfords Perforated Lace-up Wingtip Low Heel Carving Brogue Dress Shoes Oxfords,79,99,Odema,
